,PV474290_Ommatogammarus_albinus_isolate_BK_14_Oa_1000m_,PV474291_Ommatogammarus_albinus_isolate_BK_15_Oa_650m_,PV474293_Ommatogammarus_albinus_isolate_BK_22_Oa_1000m_,PV474347_Ommatogammarus_flavus_isolate_BK_10_Of_650m_,PV474370_Ommatogammarus_flavus_isolate_BK_43_Of_250m_,PV474367_Ommatogammarus_flavus_isolate_BK_3_Of_250m_,PV474360_Ommatogammarus_flavus_isolate_BK_28_Of_100m_,PV474361_Ommatogammarus_flavus_isolate_BK_29_Of_25m_,PV474349_Ommatogammarus_flavus_isolate_BK_12_Of_100m_,PV474368_Ommatogammarus_flavus_isolate_BK_41_Of_1000m_,PV474364_Ommatogammarus_flavus_isolate_BK_33_Of_1000m_,PV474353_Ommatogammarus_flavus_isolate_BK_19_Of_250m_,PV474357_Ommatogammarus_flavus_isolate_BK_25_Of_1000m_,PV474355_Ommatogammarus_flavus_isolate_BK_20_Of_100m_,PV474356_Ommatogammarus_flavus_isolate_BK_21_Of_25m_,PV474372_Ommatogammarus_flavus_isolate_BK_4_Of_100m_,PV474348_Ommatogammarus_flavus_isolate_BK_11_Of_250m_,PV474350_Ommatogammarus_flavus_isolate_BK_13_Of_25m_,PV474359_Ommatogammarus_flavus_isolate_BK_27_Of_250m_,PV474366_Ommatogammarus_flavus_isolate_BK_35_Of_25m_,PV474371_Ommatogammarus_flavus_isolate_BK_44_Of_100m_,PV474365_Ommatogammarus_flavus_isolate_BK_34_Of_1000m_,PV474354_Ommatogammarus_flavus_isolate_BK_1_Of_1000m_,PV474358_Ommatogammarus_flavus_isolate_BK_26_Of_650m_,PV474351_Ommatogammarus_flavus_isolate_BK_17_Of_1000m_,PV474363_Ommatogammarus_flavus_isolate_BK_31_Of_650m_,PV474352_Ommatogammarus_flavus_isolate_BK_18_Of_650m_,PV474362_Ommatogammarus_flavus_isolate_BK_2_Of_650m_,PV474369_Ommatogammarus_flavus_isolate_BK_42_31_Of_650m_,PZ495199_Pretiositus_amethystinus_isolate_Ocsp_21_1_,PZ495208_Pretiositus_amethystinus_isolate_Ocsp_21_10_,PZ495210_Pretiositus_amethystinus_isolate_Ocsp_21_12_,PZ495220_Pretiositus_amethystinus_isolate_Ocsp_23_1_,PZ495232_Pretiositus_amethystinus_isolate_Ocsp_23_14_,PZ495200_Pretiositus_amethystinus_isolate_Ocsp_21_2_,PZ495201_Pretiositus_amethystinus_isolate_Ocsp_21_3_,PZ495204_Pretiositus_amethystinus_isolate_Ocsp_21_6_,PZ495214_Pretiositus_amethystinus_isolate_Ocsp_21_16_,PZ495202_Pretiositus_amethystinus_isolate_Ocsp_21_4_,PZ495207_Pretiositus_amethystinus_isolate_Ocsp_21_9_,PZ495215_Pretiositus_amethystinus_isolate_Ocsp_21_17_,PZ495203_Pretiositus_amethystinus_isolate_Ocsp_21_5_,PZ495224_Pretiositus_amethystinus_isolate_Ocsp_23_5_,PZ495209_Pretiositus_amethystinus_isolate_Ocsp_21_11_,PZ495221_Pretiositus_amethystinus_isolate_Ocsp_23_2_,PZ495223_Pretiositus_amethystinus_isolate_Ocsp_23_4_,PZ495216_Pretiositus_amethystinus_isolate_Ocsp_21_18_,PZ495213_Pretiositus_amethystinus_isolate_Ocsp_21_15_,PZ495212_Pretiositus_amethystinus_isolate_Ocsp_21_14_,PZ495211_Pretiositus_amethystinus_isolate_Ocsp_21_13_,PZ495205_Pretiositus_amethystinus_isolate_Ocsp_21_7_,PZ495230_Pretiositus_amethystinus_isolate_Ocsp_23_12_,PZ495226_Pretiositus_amethystinus_isolate_Ocsp_23_7_,PZ495231_Pretiositus_amethystinus_isolate_Ocsp_23_13_,PZ495217_Pretiositus_amethystinus_isolate_Ocsp_21_19_,PZ495206_Pretiositus_amethystinus_isolate_Ocsp_21_8_,PZ495227_Pretiositus_amethystinus_isolate_Ocsp_23_9_,PZ495225_Pretiositus_amethystinus_isolate_Ocsp_23_6_,PZ495218_Pretiositus_melanophthalmus_isolate_Ome_21_35_,PZ495239_Pretiositus_melanophthalmus_isolate_Ome_25_8_,PZ495219_Pretiositus_melanophthalmus_isolate_Ome_21_36_,PZ495238_Pretiositus_melanophthalmus_isolate_Ome_25_7_,PZ495235_Pretiositus_melanophthalmus_isolate_Ome_25_3_,PZ495242_Pretiositus_melanophthalmus_isolate_Ome_25_13_,PZ495228_Pretiositus_melanophthalmus_isolate_Ome_23_10_,PZ495234_Pretiositus_melanophthalmus_isolate_Ome_25_2_,PZ495241_Pretiositus_melanophthalmus_isolate_Ome_25_11_,PZ495233_Pretiositus_melanophthalmus_isolate_Ome_25_1_,PZ495222_Pretiositus_melanophthalmus_isolate_Ome_23_3_,PZ495229_Pretiositus_melanophthalmus_isolate_Ome_23_11_,PZ495236_Pretiositus_melanophthalmus_isolate_Ome_25_4_,PZ495237_Pretiositus_melanophthalmus_isolate_Ome_25_5_,PZ495240_Pretiositus_melanophthalmus_isolate_Ome_25_9_,PZ495243_Pretiositus_melanophthalmus_isolate_Ohy_25_,PV474301_Ommatogammarus_albinus_isolate_BK_39_Oa_100m_,PV474308_Ommatogammarus_albinus_isolate_BK_7_Oa_650m_,PV474307_Ommatogammarus_albinus_isolate_BK_6_Oa_1000m_,PV474300_Ommatogammarus_albinus_isolate_BK_38_Oa_100m_,PV474299_Ommatogammarus_albinus_isolate_BK_37_Oa_100m_,PV474303_Ommatogammarus_albinus_isolate_BK_45_Oa_1000m_,PV474295_Ommatogammarus_albinus_isolate_BK_24_Oa_250m_,PV474306_Ommatogammarus_albinus_isolate_BK_48_Oa_100m_,PV474304_Ommatogammarus_albinus_isolate_BK_46_Oa_650m_,PV474298_Ommatogammarus_albinus_isolate_BK_36_Oa_1000m_,PV474302_Ommatogammarus_albinus_isolate_BK_40_Oa_100m_,PV474296_Ommatogammarus_albinus_isolate_BK_30_Oa_1000m_,PV474294_Ommatogammarus_albinus_isolate_BK_23_Oa_650m_,PV474292_Ommatogammarus_albinus_isolate_BK_16_Oa_250m_,PV474305_Ommatogammarus_albinus_isolate_BK_47_Oa_250m_,PV474297_Ommatogammarus_albinus_isolate_BK_32_Oa_250m_
PV474362_Ommatogammarus_flavus_isolate_BK_2_Of_650m_,0.2440319083,0.2440319083,0.2462140328,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0021274102,0.0042492799,0.0042492799,0.0042492799,0.0042492799,0.0042492799,0.0042492799,0.0042492799,0.0042492799,0.0021294176,0.0042497418,0,0.0042459134,0.2466586232,0.2487883051,0.2508589262,0.2487761534,0.2552542559,0.2466668416,0.2529692306,0.2487611668,0.2487611668,0.2552851589,0.2552851589,0.2594671638,0.2531023558,0.2531023558,0.2531023558,0.2531023558,0.2531023558,0.2531023558,0.2531023558,0.2531023558,0.2531023558,0.2531023558,0.2551971552,0.2531396146,0.2445689667,0.2445679667,0.2466629177,0.2466556189,0.2424750033,0.2211426255,0.2211405029,0.2191140033,0.2191140033,0.2191140033,0.2191140033,0.2191140033,0.2191140033,0.2191140033,0.2191140033,0.2191140033,0.2211345925,0.2211375475,0.2211363674,0.2191074575,0.2150342637,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,0.2440319083,
PV474369_Ommatogammarus_flavus_isolate_BK_42_31_Of_650m_,0.2440258489,0.2440258489,0.2462079734,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0021266350,0.0042485047,0.0042485047,0.0042485047,0.0042485047,0.0042485047,0.0042485047,0.0042485047,0.0042485047,0.0021286424,0.0042489666,0.0042459134,0,0.2466525638,0.2487822457,0.2508528668,0.2487700940,0.2552481965,0.2466607822,0.2529631712,0.2487551074,0.2487551074,0.2552790995,0.2552790995,0.2594611044,0.2530962964,0.2530962964,0.2530962964,0.2530962964,0.2530962964,0.2530962964,0.2530962964,0.2530962964,0.2530962964,0.2530962964,0.2551910958,0.2531335552,0.2445629073,0.2445619073,0.2466568583,0.2466495595,0.2424689439,0.2211365661,0.2211344435,0.2191079439,0.2191079439,0.2191079439,0.2191079439,0.2191079439,0.2191079439,0.2191079439,0.2191079439,0.2191079439,0.2211285331,0.2211314881,0.2211303080,0.2191013981,0.2150282043,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,0.2440258489,
PZ495199_Pretiositus_amethystinus_isolate_Ocsp_21_1_,0.2484778659,0.2484778659,0.2506599904,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2445393448,0.2466612145,0.2466612145,0.2466612145,0.2466612145,0.2466612145,0.2466612145,0.2466612145,0.2466612145,0.2445413522,0.2466616764,0.2466586232,0.2466525638,0,0.0063049949,0.0083776160,0.0062948432,0.0127729457,0.0041875314,0.0104899204,0.0062818566,0.0062818566,0.0128058487,0.0128058487,0.0169878536,0.0106230456,0.0106230456,0.0106230456,0.0106230456,0.0106230456,0.0106230456,0.0106230456,0.0106230456,0.0106230456,0.0106230456,0.0127178450,0.0106603044,0.0020916565,0.0020926565,0.0041896075,0.0041823087,0.0041878695,0.1608576085,0.1608554859,0.1588289863,0.1588289863,0.1588289863,0.1588289863,0.1588289863,0.1588289863,0.1588289863,0.1588289863,0.1588289863,0.1608495755,0.1608525305,0.1608513504,0.1588224405,0.1547492467,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,0.2484778659,
PZ495208_Pretiositus_amethystinus_isolate_Ocsp_21_10_,0.2506075478,0.2506075478,0.2527896723,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2466690267,0.2487908964,0.2487908964,0.2487908964,0.2487908964,0.2487908964,0.2487908964,0.2487908964,0.2487908964,0.2466710341,0.2487913583,0.2487883051,0.2487822457,0.0063049949,0,0.0105072979,0.0084245251,0.0149026276,0.0063172133,0.0126196023,0.0084115385,0.0084115385,0.0149355306,0.0149355306,0.0191175355,0.0127527275,0.0127527275,0.0127527275,0.0127527275,0.0127527275,0.0127527275,0.0127527275,0.0127527275,0.0127527275,0.0127527275,0.0148475269,0.0127899863,0.0042213384,0.0042223384,0.0063192894,0.0063119906,0.0063175514,0.1629872904,0.1629851678,0.1609586682,0.1609586682,0.1609586682,0.1609586682,0.1609586682,0.1609586682,0.1609586682,0.1609586682,0.1609586682,0.1629792574,0.1629822124,0.1629810323,0.1609521224,0.1568789286,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,0.2506075478,
PZ495210_Pretiositus_amethystinus_isolate_Ocsp_21_12_,0.2526781689,0.2526781689,0.2548602934,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2487396478,0.2508615175,0.2508615175,0.2508615175,0.2508615175,0.2508615175,0.2508615175,0.2508615175,0.2508615175,0.2487416552,0.2508619794,0.2508589262,0.2508528668,0.0083776160,0.0105072979,0,0.0020847728,0.0169692409,0.0083878344,0.0146902234,0.0104821596,0.0104821596,0.0170061517,0.0170061517,0.0211881566,0.0148233486,0.0148233486,0.0148233486,0.0148233486,0.0148233486,0.0148233486,0.0148233486,0.0148233486,0.0148233486,0.0148233486,0.0169181480,0.0148606074,0.0062919595,0.0062929595,0.0083899105,0.0083826117,0.0083881725,0.1650579115,0.1650557889,0.1630292893,0.1630292893,0.1630292893,0.1630292893,0.1630292893,0.1630292893,0.1630292893,0.1630292893,0.1630292893,0.1650498785,0.1650528335,0.1650516534,0.1630227435,0.1589495497,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,0.2526781689,
PZ495220_Pretiositus_amethystinus_isolate_Ocsp_23_1_,0.2505953961,0.2505953961,0.2527775206,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2466568750,0.2487787447,0.2487787447,0.2487787447,0.2487787447,0.2487787447,0.2487787447,0.2487787447,0.2487787447,0.2466588824,0.2487792066,0.2487761534,0.2487700940,0.0062948432,0.0084245251,0.0020847728,0,0.0148864681,0.0063050616,0.0126074506,0.0083993868,0.0083993868,0.0149233789,0.0149233789,0.0191053838,0.0127405758,0.0127405758,0.0127405758,0.0127405758,0.0127405758,0.0127405758,0.0127405758,0.0127405758,0.0127405758,0.0127405758,0.0148353752,0.0127778346,0.0042091867,0.0042101867,0.0063071377,0.0062998389,0.0063053997,0.1629751387,0.1629730161,0.1609465165,0.1609465165,0.1609465165,0.1609465165,0.1609465165,0.1609465165,0.1609465165,0.1609465165,0.1609465165,0.1629671057,0.1629700607,0.1629688806,0.1609399707,0.1568667769,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,0.2505953961,
PZ495232_Pretiositus_amethystinus_isolate_Ocsp_23_14_,0.2570734986,0.2570734986,0.2592556231,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2531349775,0.2552568472,0.2552568472,0.2552568472,0.2552568472,0.2552568472,0.2552568472,0.2552568472,0.2552568472,0.2531369849,0.2552573091,0.2552542559,0.2552481965,0.0127729457,0.0149026276,0.0169692409,0.0148864681,0,0.0127831641,0.0190855531,0.0148774893,0.0148774893,0.0214014814,0.0214014814,0.0255834863,0.0192186783,0.0192186783,0.0192186783,0.0192186783,0.0192186783,0.0192186783,0.0192186783,0.0192186783,0.0192186783,0.0192186783,0.0213134777,0.0192559371,0.0106872892,0.0106882892,0.0127852402,0.0127779414,0.0127835022,0.1694532412,0.1694511186,0.1674246190,0.1674246190,0.1674246190,0.1674246190,0.1674246190,0.1674246190,0.1674246190,0.1674246190,0.1674246190,0.1694452082,0.1694481632,0.1694469831,0.1674180732,0.1633448794,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,0.2570734986,
PZ495200_Pretiositus_amethystinus_isolate_Ocsp_21_2_,0.2484860843,0.2484860843,0.2506682088,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2445475632,0.2466694329,0.2466694329,0.2466694329,0.2466694329,0.2466694329,0.2466694329,0.2466694329,0.2466694329,0.2445495706,0.2466698948,0.2466668416,0.2466607822,0.0041875314,0.0063172133,0.0083878344,0.0063050616,0.0127831641,0,0.0063075448,0.0020994810,0.0020994810,0.0128120671,0.0128120671,0.0169940720,0.0106292640,0.0106292640,0.0106292640,0.0106292640,0.0106292640,0.0106292640,0.0106292640,0.0106292640,0.0106292640,0.0106292640,0.0127240634,0.0106665228,0.0020998749,0.0021008749,0.0041978259,0.0041905271,0.0041960879,0.1608658269,0.1608637043,0.1588372047,0.1588372047,0.1588372047,0.1588372047,0.1588372047,0.1588372047,0.1588372047,0.1588372047,0.1588372047,0.1608577939,0.1608607489,0.1608595688,0.1588306589,0.1547574651,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,0.2484860843,
PZ495201_Pretiositus_amethystinus_isolate_Ocsp_21_3_,0.2547884733,0.2547884733,0.2569705978,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2508499522,0.2529718219,0.2529718219,0.2529718219,0.2529718219,0.2529718219,0.2529718219,0.2529718219,0.2529718219,0.2508519596,0.2529722838,0.2529692306,0.2529631712,0.0104899204,0.0126196023,0.0146902234,0.0126074506,0.0190855531,0.0063075448,0,0.0042146086,0.0042146086,0.0191144561,0.0191144561,0.0232964610,0.0169316530,0.0169316530,0.0169316530,0.0169316530,0.0169316530,0.0169316530,0.0169316530,0.0169316530,0.0169316530,0.0169316530,0.0190264524,0.0169689118,0.0084022639,0.0084032639,0.0105002149,0.0104929161,0.0104984769,0.1671682159,0.1671660933,0.1651395937,0.1651395937,0.1651395937,0.1651395937,0.1651395937,0.1651395937,0.1651395937,0.1651395937,0.1651395937,0.1671601829,0.1671631379,0.1671619578,0.1651330479,0.1610598541,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,0.2547884733,
PZ495204_Pretiositus_amethystinus_isolate_Ocsp_21_6_,0.2505804095,0.2505804095,0.2527625340,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2466438958,0.2487642200,0.2487611668,0.2487551074,0.0062818566,0.0084115385,0.0104821596,0.0083993868,0.0148774893,0.0020994810,0.0042146086,0,0.0000020,0.0149063923,0.0149063923,0.0190883972,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0148183886,0.0127608480,0.0041942001,0.0041952001,0.0062921511,0.0062848523,0.0062904131,0.1629601521,0.1629580295,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1629521191,0.1629550741,0.1629538940,0.1609249841,0.1568517903,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,
PZ495214_Pretiositus_amethystinus_isolate_Ocsp_21_16_,0.2505804095,0.2505804095,0.2527625340,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2466418884,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2487637581,0.2466438958,0.2487642200,0.2487611668,0.2487551074,0.0062818566,0.0084115385,0.0104821596,0.0083993868,0.0148774893,0.0020994810,0.0042146086,0.0000020,0,0.0149063923,0.0149063923,0.0190883972,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0127235892,0.0148183886,0.0127608480,0.0041942001,0.0041952001,0.0062921511,0.0062848523,0.0062904131,0.1629601521,0.1629580295,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1609315299,0.1629521191,0.1629550741,0.1629538940,0.1609249841,0.1568517903,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,0.2505804095,
PZ495202_Pretiositus_amethystinus_isolate_Ocsp_21_4_,0.2571044016,0.2571044016,0.2592865261,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2531678879,0.2552882121,0.2552851589,0.2552790995,0.0128058487,0.0149355306,0.0170061517,0.0149233789,0.0214014814,0.0128120671,0.0191144561,0.0149063923,0.0149063923,0,0.0000020,0.0041881317,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0173454825,0.0192806441,0.0107181922,0.0107191922,0.0128161432,0.0128088444,0.0128144052,0.1694841442,0.1694820216,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1694761112,0.1694790662,0.1694778861,0.1674489762,0.1633757824,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,
PZ495207_Pretiositus_amethystinus_isolate_Ocsp_21_9_,0.2571044016,0.2571044016,0.2592865261,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2531658805,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2552877502,0.2531678879,0.2552882121,0.2552851589,0.2552790995,0.0128058487,0.0149355306,0.0170061517,0.0149233789,0.0214014814,0.0128120671,0.0191144561,0.0149063923,0.0149063923,0.0000020,0,0.0041881317,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0152506831,0.0173454825,0.0192806441,0.0107181922,0.0107191922,0.0128161432,0.0128088444,0.0128144052,0.1694841442,0.1694820216,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1674555220,0.1694761112,0.1694790662,0.1694778861,0.1674489762,0.1633757824,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,0.2571044016,
PZ495215_Pretiositus_amethystinus_isolate_Ocsp_21_17_,0.2612864065,0.2612864065,0.2634685310,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2573478854,0.2594697551,0.2594697551,0.2594697551,0.2594697551,0.2594697551,0.2594697551,0.2594697551,0.2594697551,0.2573498928,0.2594702170,0.2594671638,0.2594611044,0.0169878536,0.0191175355,0.0211881566,0.0191053838,0.0255834863,0.0169940720,0.0232964610,0.0190883972,0.0190883972,0.0041881317,0.0041881317,0,0.0194326880,0.0194326880,0.0194326880,0.0194326880,0.0194326880,0.0194326880,0.0194326880,0.0194326880,0.0194326880,0.0194326880,0.0215274874,0.0234626490,0.0149001971,0.0149011971,0.0169981481,0.0169908493,0.0169964101,0.1736661491,0.1736640265,0.1716375269,0.1716375269,0.1716375269,0.1716375269,0.1716375269,0.1716375269,0.1716375269,0.1716375269,0.1716375269,0.1736581161,0.1736610711,0.1736598910,0.1716309811,0.1675577873,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,0.2612864065,
PZ495203_Pretiositus_amethystinus_isolate_Ocsp_21_5_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000020,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
PZ495224_Pretiositus_amethystinus_isolate_Ocsp_23_5_,0.2549215985,0.2549215985,0.2571037230,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2509830774,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2531049471,0.2509850848,0.2531054090,0.2531023558,0.2530962964,0.0106230456,0.0127527275,0.0148233486,0.0127405758,0.0192186783,0.0106292640,0.0169316530,0.0127235892,0.0127235892,0.0152506831,0.0152506831,0.0194326880,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0000020,0.0021018436,0.0170978410,0.0085353891,0.0085363891,0.0106333401,0.0106260413,0.0106316021,0.1673013411,0.1672992185,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1652727189,0.1672933081,0.1672962631,0.1672950830,0.1652661731,0.1611929793,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,0.2549215985,
